state,parlimen,ballot_order,name,name_display,party,votes,result,result_desc
Sabah,P.191 Kalabakan,5,Noraini Abd Ghapur,NORAINI ABD GHAPUR,PAKATAN HARAPAN (PH),9398,0,lost
Sarawak,P.192 Mas Gading,1,Sim Min Leong,RYAN SIM MIN LEONG,PARTI BUMI KENYALANG (PBK),2311,0,lost_deposit
Sarawak,P.192 Mas Gading,2,Lidang Anak Disen,LIDANG DISEN,GABUNGAN PARTI SARAWAK (GPS),11794,0,lost
Sarawak,P.192 Mas Gading,3,Mordi Anak Bimol,MORDI ANAK BIMOL,PARTI TINDAKAN DEMOKRATIK (DAP),17274,1,won
Sarawak,P.193 Santubong,1,Nancy Binti Shukri,NANCY SHUKRI,GABUNGAN PARTI SARAWAK (GPS),43739,1,won
Sarawak,P.193 Santubong,2,Affendi Bin Jeman,AFFENDI BIN JEMAN,BEBAS (BEBAS),3012,0,lost_deposit
Sarawak,P.193 Santubong,3,Mohamad Zen Bin Peli,MOHAMAD ZEN PELI,PAKATAN HARAPAN (PH),5058,0,lost_deposit
Sarawak,P.194 Petra Jaya,1,Fadillah Bin Yusof,FADILLAH BIN YUSOF,GABUNGAN PARTI SARAWAK (GPS),54745,1,won
Sarawak,P.194 Petra Jaya,2,Sopian Bin Julaihi,SOPIAN JULAIHI,PAKATAN HARAPAN (PH),13382,0,lost
Sarawak,P.194 Petra Jaya,3,Othman Bin Abdillah,OTHMAN BIN ABDILLAH,PARTI SEDAR RAKYAT SARAWAK (SEDAR),1036,0,lost_deposit
Sarawak,P.195 Bandar Kuching,1,Tay Tze Kok,TAY TZE KOK,GABUNGAN PARTI SARAWAK (GPS),16462,0,lost
Sarawak,P.195 Bandar Kuching,2,Voon Lee Shan,VOON LEE SHAN,PARTI SARAWAK BERSATU (PSB),1760,0,lost_deposit
Sarawak,P.195 Bandar Kuching,3,Kelvin Yii Lee Wuen,KELVIN YII LEE WUEN,PARTI TINDAKAN DEMOKRATIK (DAP),45353,1,won
Sarawak,P.196 Stampin,1,Chong Chieng Jen,CHONG CHIENG JEN,PARTI TINDAKAN DEMOKRATIK (DAP),39310,1,won
Sarawak,P.196 Stampin,2,Lo Khere Chiang,LO KHERE CHIANG,GABUNGAN PARTI SARAWAK (GPS),32152,0,lost
Sarawak,P.196 Stampin,3,Lue Cheng Hing,LUE CHENG HING,PARTI SARAWAK BERSATU (PSB),2291,0,lost_deposit
Sarawak,P.197 Kota Samarahan,1,Rubiah Binti Wang,DATUK HJH RUBIAH BINTI WANG,GABUNGAN PARTI SARAWAK (GPS),42278,1,won
Sarawak,P.197 Kota Samarahan,2,Abang Abdul Halil Bin Abang Naili,ABANG HALIL,PAKATAN HARAPAN (PH),12833,0,lost
Sarawak,P.198 Puncak Borneo,1,Willie Anak Mongin,WILLIE ANAK MONGIN,GABUNGAN PARTI SARAWAK (GPS),29457,1,won
Sarawak,P.198 Puncak Borneo,2,Diog Anak Dios,DIOG ANAK DIOS,PAKATAN HARAPAN (PH),16119,0,lost
Sarawak,P.198 Puncak Borneo,3,Iana Anak Akam,IANA ANAK AKAM,PARTI SARAWAK BERSATU (PSB),5578,0,lost_deposit
Sarawak,P.199 Serian,1,Alim Impira,DR ALIM IMPIRA,BEBAS (BEBAS),6179,0,lost
Sarawak,P.199 Serian,2,Richard Riot Anak Jaem,DATO' SRI RICHARD RIOT ANAK JAEM,GABUNGAN PARTI SARAWAK (GPS),22876,1,won
Sarawak,P.199 Serian,3,Elsiy A/K Tingang,ELSIY A/K TINGANG,PARTI SARAWAK BERSATU (PSB),5630,0,lost
Sarawak,P.199 Serian,4,Learry Anak Jabul,LEARRY ANAK JABUL,PARTI TINDAKAN DEMOKRATIK (DAP),5289,0,lost
Sarawak,P.200 Batang Sadong,1,Rodiyah Binti Sapiee,RODIYAH BINTI SAPIEE,GABUNGAN PARTI SARAWAK (GPS),18668,1,won
Sarawak,P.200 Batang Sadong,2,Lahaji Bin Lahiya,CIKGU LAHAJI,PAKATAN HARAPAN (PH),3775,0,lost
Sarawak,P.201 Batang Lupar,1,Mohamad Shafizan Haji Kepli,MOHAMAD SHAFIZAN,GABUNGAN PARTI SARAWAK (GPS),19627,1,won
Sarawak,P.201 Batang Lupar,2,Wel @ Maxwel Anak Rojis,WEL @ MAXWEL ROJIS,PAKATAN HARAPAN (PH),2768,0,lost_deposit
Sarawak,P.201 Batang Lupar,3,Hamdan Bin Sani,HAMDAN SANI,PERIKATAN NASIONAL (PN),5164,0,lost
Sarawak,P.202 Aman,1,Doris Sophia Anak Brodi,DORIS SOPHIA ANAK BRODI,GABUNGAN PARTI SARAWAK (GPS),14131,1,won
Sarawak,P.202 Aman,2,Walsin @ Wilson Anak Entabang,WILSON ANAK ENTABANG,PARTI SARAWAK BERSATU (PSB),10092,0,lost
Sarawak,P.202 Aman,3,Masir Anak Kujat,MASIR ANAK KUJAT,BEBAS (BEBAS),5673,0,lost
Sarawak,P.202 Aman,4,Tay Wei Wei,NAGA LIBAU @ TAY,PAKATAN HARAPAN (PH),2021,0,lost_deposit
Sarawak,P.203 Lubok Antu,1,Tambat @ Jugah Ak Muyang,JUGAH MUYANG,PERIKATAN NASIONAL (PN),5360,0,lost
Sarawak,P.203 Lubok Antu,2,Johnichal Rayong Anak Ngipa,JOHNICHAL RAYONG NGIPA,PARTI SARAWAK BERSATU (PSB),6544,0,lost
Sarawak,P.203 Lubok Antu,3,Roy Angau Anak Gingkoi,ROY ANGAU ANAK GINGKOI,GABUNGAN PARTI SARAWAK (GPS),6644,1,won
Sarawak,P.203 Lubok Antu,4,Langga Anak Lias,LANGGA LIAS,PAKATAN HARAPAN (PH),746,0,lost_deposit
Sarawak,P.204 Betong,1,Patrick Bin Kamis,PATRICK KAMIS @ HJ KAMENG,PAKATAN HARAPAN (PH),5177,0,lost
Sarawak,P.204 Betong,2,Hasbie Bin Satar,HASBIE BIN SATAR,BEBAS (BEBAS),5057,0,lost
Sarawak,P.204 Betong,3,Richard Rapu @ Aman Anak Begri,DR. RICHARD RAPU,GABUNGAN PARTI SARAWAK (GPS),16479,1,won
Sarawak,P.205 Saratok,1,Giendam Anak Jonathan Tait,GIENDAM JONATHAN TAIT,GABUNGAN PARTI SARAWAK (GPS),10397,0,lost
Sarawak,P.205 Saratok,2,Ali Anak Biju,DATUK ALI BIJU,PERIKATAN NASIONAL (PN),19223,1,won
Sarawak,P.205 Saratok,3,Ibil Jaya,IBIL JAYA,PAKATAN HARAPAN (PH),1221,0,lost_deposit
Sarawak,P.206 Tanjong Manis,1,Yusuf Bin Abd Wahab,IR. YUSUF ABD WAHAB,GABUNGAN PARTI SARAWAK (GPS),16474,1,won
Sarawak,P.206 Tanjong Manis,2,Zainab Binti Suhaili,USTAZAH ZAINAB,PAKATAN HARAPAN (PH),2566,0,lost
Sarawak,P.207 Igan,1,Ahmad Johnie Bin Zawawi,AHMAD JOHNIE BIN ZAWAWI,GABUNGAN PARTI SARAWAK (GPS),15824,1,won
Sarawak,P.207 Igan,2,Andri Zulkarnaen Bin Hamden,HUD ANDRI,PAKATAN HARAPAN (PH),1162,0,lost_deposit
Sarawak,P.208 Sarikei,1,Huang Tiong Sii,HUANG TIONG SII,GABUNGAN PARTI SARAWAK (GPS),20080,1,won
Sarawak,P.208 Sarikei,2,Roderick Wong Siew Lead,RODERICK WONG SIEW LEAD,PARTI TINDAKAN DEMOKRATIK (DAP),16383,0,lost
Sarawak,P.209 Julau,1,Suhana Abdullah,SUSAN ANAK GEORGE,PARTI BANSA DAYAK SARAWAK (PBDS),335,0,lost_deposit
Sarawak,P.209 Julau,2,Joseph Salang Anak Gandum,JOSEPH SALANG,GABUNGAN PARTI SARAWAK (GPS),7819,0,lost
Sarawak,P.209 Julau,3,Larry Soon @ Larry Sng Wei Shien,LARRY SOON @ LARRY SNG WEI SHIEN,PARTI BANGSA MALAYSIA (PBM),9159,1,won
Sarawak,P.209 Julau,4,Elly Lawai Anak Ngalai,ELLY LAWAI NGALAI,BEBAS (BEBAS),5224,0,lost
Sarawak,P.210 Kanowit,1,Mohd Fauzi Abdullah @ Joseph @ Usit A/K Nyambong,JOSEPH NYAMBONG,PAKATAN HARAPAN (PH),7175,0,lost
Sarawak,P.210 Kanowit,2,Elli Luhat,DR. ELLI LUHAT,BEBAS (BEBAS),427,0,lost_deposit
Sarawak,P.210 Kanowit,3,Ago Anak Dagang,AARON AGO ANAK DAGANG,GABUNGAN PARTI SARAWAK (GPS),7411,1,won
Sarawak,P.210 Kanowit,4,Chen Nguk Fa,GEORGE CHEN,BEBAS (BEBAS),741,0,lost_deposit
Sarawak,P.210 Kanowit,5,Michael Anak Lias,MICHAEL ANAK LIAS,BEBAS (BEBAS),2289,0,lost
Sarawak,P.211 Lanang,1,Wong Tiing Kiong,DATO WONG TIING KIONG,BEBAS (BEBAS),587,0,lost_deposit
Sarawak,P.211 Lanang,2,Priscilla Lau,PRISCILLA LAU,PARTI SARAWAK BERSATU (PSB),3663,0,lost_deposit
Sarawak,P.211 Lanang,3,Alice Lau Kiong Yieng,ALICE LAU KIONG YIENG,PARTI TINDAKAN DEMOKRATIK (DAP),30120,1,won
Sarawak,P.211 Lanang,4,Wong Ching Yong,WONG CHING YONG,GABUNGAN PARTI SARAWAK (GPS),18576,0,lost
Sarawak,P.212 Sibu,1,Oscar Ling Chai Yew,OSCAR LING CHAI YEW,PARTI TINDAKAN DEMOKRATIK (DAP),31287,1,won
Sarawak,P.212 Sibu,2,Clarence Ting Ing Horh@ Ting Ing Ho,CLARENCE TING ING HORH,GABUNGAN PARTI SARAWAK (GPS),23527,0,lost
Sarawak,P.212 Sibu,3,Wong Soon Koh,WONG SOON KOH,PARTI SARAWAK BERSATU (PSB),11128,0,lost
Sarawak,P.213 Mukah,1,Hanifah Hajar Taib,HANIFAH HAJAR TAIB,GABUNGAN PARTI SARAWAK (GPS),21733,1,won
Sarawak,P.213 Mukah,2,Abdul Jalil Bin Bujang,ABDUL JALIL,PAKATAN HARAPAN (PH),6047,0,lost
Sarawak,P.214 Selangau,1,Umpang Anak Sabang,UMPANG ANAK SABANG,PAKATAN HARAPAN (PH),11092,0,lost
Sarawak,P.214 Selangau,2,Edwin Anak Banta,EDWIN ANAK BANTA,GABUNGAN PARTI SARAWAK (GPS),16078,1,won
Sarawak,P.214 Selangau,3,Henry Anak Joseph,HENRY JOSEPH USAU,BEBAS (BEBAS),1626,0,lost_deposit
Sarawak,P.215 Kapit,1,Alexander Nanta Linggi,ALEXANDER NANTA LINGGI,GABUNGAN PARTI SARAWAK (GPS),16522,1,won
Sarawak,P.215 Kapit,2,Khusyairy Pangkas Abdullah,PANGKAS AK. UNGGANG,PAKATAN HARAPAN (PH),4120,0,lost
Sarawak,P.215 Kapit,3,Robert Saweng,ROBERT SAWENG,PARTI BANSA DAYAK SARAWAK (PBDS),1357,0,lost_deposit
Sarawak,P.216 Hulu Rajang,1,Abun Sui Anyit,ABUN SUI ANYIT,PAKATAN HARAPAN (PH),7951,0,lost
Sarawak,P.216 Hulu Rajang,2,Ugak Anak Kumbong,UGAK ANAK KUMBONG,GABUNGAN PARTI SARAWAK (GPS),15456,1,won
Sarawak,P.217 Bintulu,1,Duke Anak Janteng,DUKE ANAK JANTENG,PERIKATAN NASIONAL (PN),5650,0,lost_deposit
Sarawak,P.217 Bintulu,2,Tiong King Sing,DATO SRI TIONG KING SING,GABUNGAN PARTI SARAWAK (GPS),43455,1,won
Sarawak,P.217 Bintulu,3,Chiew Chan Yew,CHIEW CHAN YEW,PARTI TINDAKAN DEMOKRATIK (DAP),21287,0,lost
Sarawak,P.218 Sibuti,1,Lukanisman Bin Awang Sauni,LUKANISMAN BIN AWANG SAUNI,GABUNGAN PARTI SARAWAK (GPS),22150,1,won
Sarawak,P.218 Sibuti,2,Zolhaidah Binti Suboh,ZULHAIDAH SUBOH,PAKATAN HARAPAN (PH),10405,0,lost
Sarawak,P.218 Sibuti,3,Bobby Anak William,BOBBY ANAK WILLIAM,PARTI BANSA DAYAK SARAWAK (PBDS),1361,0,lost_deposit
Sarawak,P.219 Miri,1,Jeffery Phang Siaw Foong,JEFFERY PHANG,GABUNGAN PARTI SARAWAK (GPS),33390,0,lost
Sarawak,P.219 Miri,2,Lawrence Lai Yew Son,LAWRENCE LAI,PARTI SARAWAK BERSATU (PSB),5209,0,lost_deposit
Sarawak,P.219 Miri,3,Chiew Choon Man,CHIEW CHOON MAN,PAKATAN HARAPAN (PH),39549,1,won
Sarawak,P.220 Baram,1,Anyi Ngau,ANYI NGAU,GABUNGAN PARTI SARAWAK (GPS),,0,
Sarawak,P.220 Baram,2,Roland Engan,ROLAND ENGAN,PAKATAN HARAPAN (PH),,0,
Sarawak,P.220 Baram,3,Wilfred Entika Anak Rebai,WILFREDENTIKA,BEBAS (BEBAS),,0,
Sarawak,P.221 Limbang,1,Racha Balang,RACHA BALANG,PAKATAN HARAPAN (PH),4899,0,lost
Sarawak,P.221 Limbang,2,Hasbi Bin Habibollah,HASBI BIN HABIBOLLAH,GABUNGAN PARTI SARAWAK (GPS),14897,1,won
Sarawak,P.222 Lawas,1,Japar Bin Suyut,HJ JAPAR BIN HJ SUYUT,PAKATAN HARAPAN (PH),1163,0,lost_deposit
Sarawak,P.222 Lawas,2,Baru Bian,BARU BIAN,PARTI SARAWAK BERSATU (PSB),5684,0,lost
Sarawak,P.222 Lawas,3,Henry Sum Agong,HENRY SUM AGONG,GABUNGAN PARTI SARAWAK (GPS),11361,1,won
