state,parlimen,undi_keluar_peti,undi_dalam_peti,undi_tak_kembali,undi_tolak,majoriti,peratus_keluar,undi_rosak,pengundi_jumlah,pengundi_tidak_hadir,rosak_vs_keseluruhan,rosak_vs_majoriti,tidakhadir_vs_majoriti
Sarawak,P.200 Batang Sadong,17349,17286,63,220,12328,74.69999695,283,23224,5875,1.631217937633293,2.295587280986372,47.655743024010384
Sarawak,P.201 Batang Lupar,20603,20554,49,403,10277,69.09999847,452,29816,9213,2.1938552637965345,4.3981706723752065,89.64678408095747
Sarawak,P.202 Sri Aman,23379,23295,84,295,5820,70.80000305,379,33021,9642,1.6211129646263742,6.5120274914089356,165.6701030927835
Sarawak,P.203 Lubok Antu,14785,14750,35,199,1059,71.09999847,234,20794,6009,1.5826851538721678,22.096317280453256,567.4220963172804
Sarawak,P.204 Betong,21165,21003,162,283,8116,72.59999847,445,29152,7987,2.1025277580911883,5.482996550024643,98.41054706752095
Sarawak,P.205 Saratok,23084,22964,120,257,989,75.59999847,377,30534,7450,1.6331658291457287,38.119312436804854,753.2861476238625
Sarawak,P.206 Tanjong Manis,14425,14344,81,214,8674,65.90000153,295,21889,7464,2.045060658578856,3.400968411344247,86.05026516024901
Sarawak,P.207 Igan,12996,12898,98,317,8495,66.30000305,415,19601,6605,3.193290243151739,4.885226603884639,77.75161859917598
Sarawak,P.208 Sarikei,30895,30816,79,340,2570,78.09999847,419,39558,8663,1.3562065059071047,16.30350194552529,337.0817120622568
Sarawak,P.209 Julau,18569,18520,49,241,1931,73.19999695,290,25367,6798,1.5617426894286177,15.018125323666496,352.04557224236146
Sarawak,P.210 Kanowit,15149,15087,62,295,4312,72.09999847,357,21011,5862,2.3565911941382267,8.279220779220779,135.94619666048237
Sarawak,P.211 Lanang,46419,46257,162,365,14546,74.90000153,527,61974,15555,1.1353109718003402,3.6229891379073287,106.9366148769421
Sarawak,P.212 Sibu,57689,57268,421,515,11422,77.80000305,936,74150,16461,1.6224930229333148,8.19471195937664,144.1166170548065
Sarawak,P.213 Mukah,21205,21085,120,379,7000,69.30000305,499,30598,9393,2.353218580523462,7.128571428571428,134.18571428571428
Sarawak,P.214 Selangau,22352,22304,48,334,486,74.40000153,382,30043,7691,1.7090193271295633,78.60082304526749,1582.5102880658437
Sarawak,P.215 Kapit,18485,18403,82,278,10479,60.29999924,360,30655,12170,1.9475250202867191,3.4354423131978242,116.13703597671534
Sarawak,P.216 Hulu Rajang,17727,17659,68,306,6315,64.40000153,374,27526,9799,2.1097760478366334,5.922406967537609,155.17022961203483
Sarawak,P.217 Bintulu,48036,47981,55,523,7022,73.80000305,578,65089,17053,1.2032642185027895,8.231273141555112,242.85103958986042
Sarawak,P.218 Sibuti,22697,22653,44,284,3676,71.19999695,328,31877,9180,1.445124906375292,8.922742110990207,249.727965179543
Sarawak,P.219 Miri,58439,58328,111,513,13663,72.69999695,624,80383,21944,1.06778007837232,4.567078972407232,160.60894386298764
Sarawak,P.220 Baram,22806,22751,55,399,1990,63.90000153,454,35690,12884,1.9907042006489521,22.814070351758794,647.4371859296482
Sarawak,P.221 Limbang,17802,17669,133,201,7710,67.40000153,334,26412,8610,1.876193686102685,4.332036316472114,111.67315175097276
Sarawak,P.222 Lawas,14550,14407,143,157,6000,68.30000305,300,21303,6753,2.0618556701030926,5.0,112.55
